0702162058,2.0,bd236c9824c49be6d9dd7b98d5f0397cf514aca1c2097d25a203926d145c7651
0702162058,5.0,731ce85edf295287f626a1194e075d6f8d4b7efcb67861d5dcbfc5e3c160153a
0114040734,20.0,af37092270b79d9b418c6158ef4991734199e8c66ef2cdd29f8588da5a7cc5d0
