0114040734,256.00,"{""3099_TuS Makkabi Berlin - SV Lichtenberg 47"": {""odds"": ""1.9"", ""label"": ""ov2.5"", ""status"": ""false""}, ""4999_FC Neman Grodno - FC Minsk"": {""odds"": ""1.45"", ""label"": ""1"", ""status"": ""true""}, ""5638_FC Penafiel - CD Mafra"": {""odds"": ""1.63"", ""label"": ""ov2.5"", ""status"": ""false""}, ""5682_UD Melilla - Getafe CF B"": {""odds"": ""1.77"", ""label"": ""ov2.5"", ""status"": ""false""}, ""3920_Inter Club de Escaldes - FC Rangers"": {""odds"": ""1.61"", ""label"": ""ov2.5"", ""status"": ""false""}}",12.80,1733058000,fail
0115537207,617.40,"{""7917_VfB Stuttgart - Union Berlin"": {""odds"": ""1.80"", ""label"": ""1"", ""status"": ""true""}, ""7219_MVV Maastricht - Vitesse Arnhem"": {""odds"": ""1.91"", ""label"": ""1"", ""status"": ""false""}, ""2886_FC Annecy - Clermont Foot 63"": {""odds"": ""2.35"", ""label"": ""1"", ""status"": ""true""}, ""6926_FC Dordrecht - SC Telstar"": {""odds"": ""1.99"", ""label"": ""1"", ""status"": ""true""}, ""2727_PSV Eindhoven - FC Twente Enschede"": {""odds"": ""1.28"", ""label"": ""1"", ""status"": ""true""}}",20.58,1733520600,fail
